,iso_code,location,date,total_cases,total_deaths,population,total_cases_per_million,total_cases_per_hundred
60,SVN,Slovenia,2022-03-05,902744.0,6351.0,2078723.0,434278.16,43.42781601973904
61,BOL,Bolivia,2022-03-05,894551.0,21455.0,11832936.0,75598.398,7.5598397557461645
62,ARE,United Arab Emirates,2022-03-05,882477.0,2301.0,9991083.0,88326.461,8.832646070501065
63,URY,Uruguay,2022-03-05,853170.0,7040.0,3485152.0,244801.375,24.48013745168073
64,ECU,Ecuador,2022-03-05,836216.0,35264.0,17888474.0,46746.078,4.674607794941033
65,SGP,Singapore,2022-03-05,819663.0,1073.0,5453600.0,150297.602,15.029760158427461
66,CRI,Costa Rica,2022-03-05,814583.0,8082.0,5139053.0,158508.387,15.850838666190054
67,GTM,Guatemala,2022-03-05,791944.0,17073.0,18249868.0,43394.506,4.339450564793126
68,AZE,Azerbaijan,2022-03-05,788958.0,9500.0,10223344.0,77172.205,7.717220510236181
69,PAN,Panama,2022-03-05,757487.0,8111.0,4381583.0,172879.756,17.287975601512056
70,SAU,Saudi Arabia,2022-03-05,747119.0,9006.0,35340680.0,21140.482,2.114048173379799
71,LVA,Latvia,2022-03-05,697548.0,5348.0,1866934.0,373632.919,37.36329189998146
72,FIN,Finland,2022-03-05,671773.0,2387.0,5548361.0,121075.936,12.107593575832574
73,PSE,Palestine,2022-03-05,649971.0,5557.0,5222756.0,124449.812,12.444981155543164
74,LKA,Sri Lanka,2022-03-05,649632.0,16321.0,21497306.0,30219.228,3.021922840006092
75,PRY,Paraguay,2022-03-05,643619.0,18460.0,7219641.0,89148.339,8.914833853927085
76,KWT,Kuwait,2022-03-05,622489.0,2544.0,4328553.0,143809.952,14.38099521941859
77,MMR,Myanmar,2022-03-05,597417.0,19386.0,54806014.0,10900.574,1.0900573794693407
78,DOM,Dominican Republic,2022-03-05,575883.0,4371.0,10953714.0,52574.223,5.257422277046854
79,BHR,Bahrain,2022-03-05,525171.0,1498.0,1748295.0,300390.38,30.039038034199034
80,VEN,Venezuela,2022-03-05,516578.0,5647.0,28704947.0,17996.131,1.799613146820999
81,EST,Estonia,2022-03-05,514067.0,2290.0,1325188.0,387920.054,38.79200536074882
82,MDA,Moldova,2022-03-05,504875.0,11285.0,4024025.0,125465.175,12.546517479389419
83,LBY,Libya,2022-03-05,497279.0,6288.0,6958538.0,71463.144,7.146314355113099
84,EGY,Egypt,2022-03-05,489876.0,24172.0,104258327.0,4698.675,0.46986750516340053
85,ETH,Ethiopia,2022-03-05,468930.0,7476.0,117876226.0,3978.156,0.3978155866646087
86,HKG,Hong Kong,2022-03-05,440609.0,1774.0,7552800.0,58337.173,5.833717296896515
87,ARM,Armenia,2022-03-05,421226.0,8528.0,2968128.0,141916.386,14.191638635530543
88,HND,Honduras,2022-03-05,413699.0,10785.0,10062994.0,41110.926,4.1110925833802545
89,OMN,Oman,2022-03-05,383874.0,4248.0,5223376.0,73491.55,7.349155029237796
90,BIH,Bosnia and Herzegovina,2022-03-05,372139.0,15519.0,3263459.0,114032.075,11.40320745564752
91,QAT,Qatar,2022-03-05,358083.0,670.0,2930524.0,122190.775,12.219077543811277
92,CYP,Cyprus,2022-03-05,331508.0,875.0,896005.0,369984.542,36.99845424969727
93,KEN,Kenya,2022-03-05,323071.0,5640.0,54985702.0,5875.546,0.5875545610020583
94,ZMB,Zambia,2022-03-05,313744.0,3958.0,18920657.0,16582.088,1.6582088032143913
95,MKD,North Macedonia,2022-03-05,299419.0,9075.0,2082661.0,143767.517,14.376751665297425
96,ALB,Albania,2022-03-05,272030.0,3478.0,2872934.0,94687.173,9.46871734609984
97,DZA,Algeria,2022-03-05,265227.0,6853.0,44616626.0,5944.578,0.594457770069839
98,BWA,Botswana,2022-03-05,263950.0,2619.0,2397240.0,110105.788,11.010578832323839
99,NGA,Nigeria,2022-03-05,254637.0,3142.0,211400704.0,1204.523,0.12045229518251746
100,ZWE,Zimbabwe,2022-03-05,239019.0,5397.0,15092171.0,15837.284,1.5837284112405032
101,UZB,Uzbekistan,2022-03-05,236840.0,1637.0,33935765.0,6979.068,0.6979067659149573
102,MNE,Montenegro,2022-03-05,230887.0,2685.0,628051.0,367624.604,36.76246037344101
103,MOZ,Mozambique,2022-03-05,225135.0,2196.0,32163045.0,6999.804,0.6999803656650047
104,NZL,New Zealand,2022-03-05,222767.0,65.0,5126300.0,43455.709,4.345570879581764
105,KGZ,Kyrgyzstan,2022-03-05,200615.0,2963.0,6628347.0,30266.219,3.026621871184475
106,LUX,Luxembourg,2022-03-05,186360.0,996.0,634814.0,293566.304,29.35663044608342
107,AFG,Afghanistan,2022-03-05,174331.0,7622.0,39835428.0,4376.28,0.43762803301623865
108,MDV,Maldives,2022-03-05,172270.0,297.0,543620.0,316894.154,31.68941540046356
109,UGA,Uganda,2022-03-05,163383.0,3590.0,47123533.0,3467.121,0.34671211939902724
110,GHA,Ghana,2022-03-05,160028.0,1442.0,31732128.0,5043.091,0.5043090712353108
111,NAM,Namibia,2022-03-05,157324.0,4013.0,2587344.0,60805.212,6.080521183112875
112,SLV,El Salvador,2022-03-05,156364.0,4086.0,6518500.0,23987.727,2.398772723786147
113,LAO,Laos,2022-03-05,143969.0,628.0,7379358.0,19509.692,1.950969176451393
114,ISL,Iceland,2022-03-05,140929.0,68.0,368792.0,382136.814,38.213681424759756
115,KHM,Cambodia,2022-03-05,132072.0,3040.0,16946446.0,7793.493,0.7793492511645215
116,TTO,Trinidad and Tobago,2022-03-05,129963.0,3652.0,1403374.0,92607.53,9.26075301380815
117,RWA,Rwanda,2022-03-05,129551.0,1458.0,13276517.0,9757.906,0.9757905631424266
118,JAM,Jamaica,2022-03-05,128166.0,2825.0,2973462.0,43103.292,4.310329171854223
119,CMR,Cameroon,2022-03-05,119322.0,1926.0,27224262.0,4382.929,0.43829287273241785
120,CHN,China,2022-03-05,110868.0,4654.0,1444216102.0,76.767,0.007676690479109477
121,AGO,Angola,2022-03-05,98796.0,1900.0,33933611.0,2911.45,0.29114496538549933
122,COD,Democratic Republic of Congo,2022-03-05,86154.0,1335.0,92377986.0,932.625,0.0932624792231344
123,SEN,Senegal,2022-03-05,85747.0,1961.0,17196308.0,4986.361,0.4986361025866715
124,CIV,Cote d'Ivoire,2022-03-05,85518.0,795.0,27053629.0,3161.055,0.3161054659247378
125,MWI,Malawi,2022-03-05,85411.0,2618.0,19647681.0,4347.129,0.43471288036486344
126,BRN,Brunei,2022-03-05,84844.0,140.0,441532.0,192158.213,19.215821276827047
127,SUR,Suriname,2022-03-05,78487.0,1318.0,591798.0,132624.646,13.262464557163087
128,MLT,Malta,2022-03-05,71800.0,608.0,516100.0,139120.326,13.912032551831041
129,MUS,Mauritius,2022-03-05,70862.0,786.0,1273428.0,55646.648,5.564664825965818
130,SWZ,Eswatini,2022-03-05,69297.0,1391.0,1172369.0,59108.523,5.9108522999158115
131,PYF,French Polynesia,2022-03-05,68425.0,642.0,282534.0,242183.242,24.21832416629503
132,FJI,Fiji,2022-03-05,64019.0,834.0,902899.0,70903.833,7.090383309761114
133,MDG,Madagascar,2022-03-05,63791.0,1373.0,28427333.0,2244.002,0.2244002277667061
134,GUY,Guyana,2022-03-05,63040.0,1223.0,790329.0,79764.25,7.976425007813202
135,SDN,Sudan,2022-03-05,61569.0,3912.0,44909351.0,1370.962,0.1370961695705645
136,MRT,Mauritania,2022-03-05,58646.0,980.0,4775110.0,12281.602,1.2281601889799396
137,BLZ,Belize,2022-03-05,56876.0,651.0,404915.0,140464.048,14.04640480100762
138,NCL,New Caledonia,2022-03-05,56833.0,302.0,288217.0,197188.23,19.718822970192598
139,BRB,Barbados,2022-03-05,56013.0,319.0,287708.0,194686.974,19.46869742933808
140,CPV,Cape Verde,2022-03-05,55892.0,401.0,561901.0,99469.479,9.946947949905766
141,SYR,Syria,2022-03-05,54963.0,3092.0,18275704.0,3007.435,0.3007435445441664
142,GAB,Gabon,2022-03-05,47559.0,303.0,2278829.0,20869.929,2.0869929248750125
143,PNG,Papua New Guinea,2022-03-05,41421.0,638.0,9119005.0,4542.272,0.4542271881636209
144,SYC,Seychelles,2022-03-05,39427.0,163.0,98910.0,398614.902,39.86149024365585
145,CUW,Curacao,2022-03-05,39133.0,264.0,164796.0,237463.288,23.746328794388212
146,AND,Andorra,2022-03-05,38434.0,151.0,77354.0,496858.598,49.68585981332575
147,BDI,Burundi,2022-03-05,38150.0,38.0,12255429.0,3112.906,0.3112906125114021
148,TGO,Togo,2022-03-05,36815.0,272.0,8478242.0,4342.292,0.43422917156646396
149,GIN,Guinea,2022-03-05,36397.0,440.0,13497237.0,2696.626,0.2696625983525369
150,FRO,Faeroe Islands,2022-03-05,34658.0,28.0,49053.0,706541.904,70.65419036552301
151,ABW,Aruba,2022-03-05,33732.0,212.0,107195.0,314678.856,31.46788562899389
152,TZA,Tanzania,2022-03-05,33620.0,798.0,61498438.0,546.681,0.05466805514637624
153,BHS,Bahamas,2022-03-05,33169.0,771.0,396914.0,83567.221,8.356722111087036
154,LSO,Lesotho,2022-03-05,32707.0,697.0,2159067.0,15148.673,1.5148673014779068
155,MLI,Mali,2022-03-05,30398.0,724.0,20855724.0,1457.538,0.14575375086475062
156,HTI,Haiti,2022-03-05,30385.0,876.0,11541683.0,2632.632,0.26326316534598987
157,BEN,Benin,2022-03-05,26575.0,163.0,12451031.0,2134.361,0.21343614034853822
158,SOM,Somalia,2022-03-05,26351.0,1348.0,16359500.0,1610.746,0.16107460496958953
159,COG,Congo,2022-03-05,24020.0,378.0,5657017.0,4246.054,0.4246054059940071
160,IMN,Isle of Man,2022-03-05,23328.0,80.0,85410.0,273129.61,27.312961011591145
161,TLS,Timor,2022-03-05,22741.0,129.0,1343875.0,16921.961,1.692196074783741
162,LCA,Saint Lucia,2022-03-05,22733.0,360.0,184401.0,123280.243,12.328024251495382
163,TWN,Taiwan,2022-03-05,20797.0,853.0,23855008.0,871.809,0.08718085527365994
164,BFA,Burkina Faso,2022-03-05,20751.0,375.0,21497097.0,965.293,0.09652931277185939
165,CYM,Cayman Islands,2022-03-05,19373.0,17.0,66498.0,291332.07,29.133207013744773
166,NIC,Nicaragua,2022-03-05,18105.0,225.0,6702379.0,2701.28,0.2701279650106328
167,TJK,Tajikistan,2022-03-05,17786.0,125.0,9749625.0,1824.275,0.18242752926394604
168,SSD,South Sudan,2022-03-05,16999.0,137.0,11381377.0,1493.58,0.14935802583465954
169,GNQ,Equatorial Guinea,2022-03-05,15889.0,183.0,1449891.0,10958.755,1.0958754830535538
170,GIB,Gibraltar,2022-03-05,15622.0,101.0,33691.0,463684.664,46.36846635600012
171,DJI,Djibouti,2022-03-05,15550.0,189.0,1002197.0,15515.912,1.5515911542341476
172,SMR,San Marino,2022-03-05,14487.0,112.0,34010.0,425962.952,42.59629520729197
173,BTN,Bhutan,2022-03-05,14451.0,7.0,779900.0,18529.299,1.8529298628029236
174,CAF,Central African Republic,2022-03-05,14320.0,113.0,4919987.0,2910.577,0.2910576796239502
175,GRD,Grenada,2022-03-05,13696.0,216.0,113015.0,121187.453,12.118745299296553
176,LIE,Liechtenstein,2022-03-05,12833.0,78.0,38254.0,335468.186,33.54681863334553
177,GMB,Gambia,2022-03-05,11948.0,365.0,2486937.0,4804.303,0.4804303446367962
178,GRL,Greenland,2022-03-05,11806.0,20.0,56868.0,207603.573,20.760357318702958
179,YEM,Yemen,2022-03-05,11775.0,2135.0,30490639.0,386.184,0.03861841006349523
180,BMU,Bermuda,2022-03-05,11634.0,123.0,62092.0,187367.133,18.736713264188623
181,DMA,Dominica,2022-03-05,11248.0,61.0,72172.0,155849.914,15.58499140941085
182,ERI,Eritrea,2022-03-05,9715.0,103.0,3601462.0,2697.516,0.2697515620045415
183,MCO,Monaco,2022-03-05,9537.0,51.0,39520.0,241320.85,24.132085020242915
184,VCT,Saint Vincent and the Grenadines,2022-03-05,9447.0,106.0,111269.0,84902.354,8.49023537553137
185,NER,Niger,2022-03-05,8760.0,307.0,25130810.0,348.576,0.03485761103601515
186,COM,Comoros,2022-03-05,8047.0,160.0,888456.0,9057.286,0.905728589823244
187,GNB,Guinea-Bissau,2022-03-05,8027.0,167.0,2015490.0,3982.654,0.39826543421202787
188,SLB,Solomon Islands,2022-03-05,7940.0,115.0,703995.0,11278.489,1.1278489193815295
189,SLE,Sierra Leone,2022-03-05,7665.0,125.0,8141343.0,941.491,0.0941490857220977
190,BES,Bonaire Sint Eustatius and Saba,2022-03-05,7616.0,31.0,26445.0,287993.95,28.799394970693893
191,ATG,Antigua and Barbuda,2022-03-05,7455.0,135.0,98728.0,75510.493,7.551049347702779
192,LBR,Liberia,2022-03-05,7384.0,294.0,5180208.0,1425.425,0.14254253883241755
193,TCD,Chad,2022-03-05,7257.0,190.0,16914985.0,429.028,0.04290278708494273
194,VGB,British Virgin Islands,2022-03-05,6091.0,62.0,30423.0,200210.367,20.021036715642772
195,STP,Sao Tome and Principe,2022-03-05,5939.0,72.0,223364.0,26588.886,2.65888863021794
196,TCA,Turks and Caicos Islands,2022-03-05,5867.0,36.0,39226.0,149569.163,14.956916331004946
197,KNA,Saint Kitts and Nevis,2022-03-05,5536.0,42.0,53546.0,103387.741,10.33877413812423
198,PLW,Palau,2022-03-05,3844.0,6.0,18174.0,211510.95,21.151094970837462
199,KIR,Kiribati,2022-03-05,2985.0,11.0,121388.0,24590.569,2.459056908425874
200,AIA,Anguilla,2022-03-05,2555.0,9.0,15125.0,168925.62,16.892561983471076
201,SPM,Saint Pierre and Miquelon,2022-03-05,1102.0,1.0,5771.0,190954.774,19.09547738693467
202,TON,Tonga,2022-03-05,898.0,,106759.0,8411.469,0.8411468822300696
203,WLF,Wallis and Futuna,2022-03-05,454.0,7.0,11094.0,40923.021,4.092302145303768
204,MSR,Montserrat,2022-03-05,164.0,2.0,4981.0,32925.115,3.292511543866693
205,FLK,Falkland Islands,2022-03-05,115.0,,3528.0,32596.372,3.259637188208617
206,MAC,Macao,2022-03-05,82.0,,658391.0,124.546,0.012454605242173724
207,WSM,Samoa,2022-03-05,33.0,,200144.0,164.881,0.01648812854744584
208,VAT,Vatican,2022-03-05,29.0,,812.0,35714.286,3.571428571428571
209,VUT,Vanuatu,2022-03-05,19.0,1.0,314464.0,60.42,0.006042027068281266
210,MHL,Marshall Islands,2022-03-05,7.0,,59618.0,117.414,0.01174142037639639
211,SHN,Saint Helena,2022-03-05,4.0,,6095.0,656.276,0.06562756357670221
212,COK,Cook Islands,2022-03-05,2.0,,17572.0,113.817,0.011381743683132257
213,FSM,Micronesia (country),2022-03-05,1.0,,116255.0,8.602,0.0008601780568577696
